user_id,timestamp,merchant_name,amount
user_5,2024-01-01 00:00:00,Uber,982.0960149501927
user_4,2024-01-01 00:01:00,Amazon,994.769297231257
user_4,2024-01-01 00:02:00,Walmart,798.7369286256214
user_3,2024-01-01 00:03:00,Amazon,872.397547194129
user_4,2024-01-01 00:04:00,Amazon,825.0394006674383
user_1,2024-01-01 00:05:00,Target,536.082485001288
user_2,2024-01-01 00:06:00,Starbucks,621.1056894852373
user_4,2024-01-01 00:07:00,Amazon,573.4521814218753
user_3,2024-01-01 00:08:00,Walmart,829.2871759897091
user_2,2024-01-01 00:09:00,Amazon,836.7042133645707
user_1,2024-01-01 01:00:00,Walmart,80.58307544413553
user_1,2024-01-01 01:00:20,Walmart,27.83646540996111
user_1,2024-01-01 01:00:40,Walmart,54.90657857115536
user_1,2024-01-01 01:01:00,Walmart,24.15488015924121
user_1,2024-01-01 01:01:20,Walmart,46.68110741860097
user_2,2024-01-02 00:00:00,Amazon,115.38171558642466
user_2,2024-01-02 00:10:00,Amazon,83.43369192879848
user_2,2024-01-02 00:20:00,Amazon,146.30983367878693
user_2,2024-01-02 00:30:00,Amazon,93.1396428400304
user_2,2024-01-02 00:40:00,Amazon,112.61806995076819
user_2,2024-01-02 00:50:00,Amazon,97.58353391935793
user_2,2024-01-02 01:00:00,Amazon,101.92127330058742
user_2,2024-01-02 01:10:00,Amazon,175.6338357100795
user_2,2024-01-02 01:20:00,Amazon,96.96390965790297
user_2,2024-01-02 01:30:00,Amazon,104.33842672894383
user_2,2024-01-02 01:40:00,Amazon,158.01026915478724
user_2,2024-01-02 01:50:00,Amazon,84.66132739818462
user_2,2024-01-02 02:00:00,Amazon,136.89166707122615
user_2,2024-01-02 02:10:00,Amazon,142.0391462710183
user_2,2024-01-02 02:20:00,Amazon,108.24801424160151
user_3,2024-01-01 03:00:00,Starbucks,49.99
user_3,2024-01-01 03:00:30,Starbucks,49.99
user_3,2024-01-01 03:01:00,Starbucks,49.99
user_2,2024-01-01 04:00:00,Target,497.9614425345438
user_3,2024-01-01 04:01:00,Target,486.7681725521833
user_4,2024-01-01 04:02:00,Target,487.5314958738778
user_2,2024-01-01 04:03:00,Target,499.7806686646949
user_2,2024-01-01 04:04:00,Target,492.6439227782051
user_4,2024-01-01 05:00:00,Uber,21.970119238298576
user_4,2024-01-01 05:30:00,Uber,21.265522354903005
user_4,2024-01-01 06:00:00,Uber,15.529027326657511
user_4,2024-01-01 06:30:00,Uber,19.28303655668568
user_4,2024-01-01 07:00:00,Uber,20.21320223837529
user_4,2024-01-01 07:30:00,Uber,18.0129345781989
user_2,2024-01-07 01:56:00,Starbucks,268.2358413522487
user_1,2024-01-03 13:42:00,Target,180.74234898076662
user_4,2024-01-06 03:25:00,Amazon,50.254612304580924
user_1,2024-01-08 09:01:00,Starbucks,73.86260459663809
user_5,2024-01-06 07:30:00,Walmart,165.2353181741897
user_1,2024-01-04 14:49:00,Uber,7.824839425851278
user_5,2024-01-08 03:33:00,Amazon,148.44089887894273
user_5,2024-01-09 03:39:00,Walmart,70.17227733247636
user_2,2024-01-03 07:00:00,Target,122.9505694942877
user_1,2024-01-02 00:24:00,Amazon,126.05623587590694
user_5,2024-01-02 23:54:00,Target,192.2310284096231
user_4,2024-01-11 07:14:00,Target,99.20612339041068
user_1,2024-01-03 16:25:00,Target,127.93646857840213
user_5,2024-01-11 23:38:00,Amazon,287.92576196276497
user_3,2024-01-07 00:16:00,Target,8.235810800395125
user_2,2024-01-03 05:06:00,Walmart,106.416222838906
user_5,2024-01-04 14:10:00,Target,247.27336549415548
user_5,2024-01-04 05:16:00,Walmart,259.64516163907297
user_3,2024-01-11 16:57:00,Uber,147.96482150514424
user_5,2024-01-08 21:18:00,Amazon,266.0799931625492
user_4,2024-01-06 11:41:00,Starbucks,170.6884442840012
user_1,2024-01-04 11:26:00,Uber,85.94708471564535
user_2,2024-01-08 04:55:00,Starbucks,196.20097627701912
user_3,2024-01-01 11:19:00,Walmart,46.90040473518595
user_2,2024-01-10 12:49:00,Target,196.38228027271214
user_4,2024-01-03 21:02:00,Walmart,31.28667822897807
user_2,2024-01-01 04:47:00,Starbucks,25.31813587352182
user_1,2024-01-11 04:39:00,Walmart,85.0827001220825
user_2,2024-01-07 10:01:00,Uber,154.4395449144715
user_4,2024-01-08 10:16:00,Target,25.962391044149175
user_2,2024-01-02 08:37:00,Target,200.77518563318756
user_1,2024-01-02 19:24:00,Amazon,230.99213210737702
user_2,2024-01-05 07:25:00,Target,125.31885786992218
user_3,2024-01-05 23:42:00,Starbucks,10.7086652808566
user_4,2024-01-03 17:31:00,Uber,33.379758378861744
user_5,2024-01-02 03:21:00,Uber,155.09787681721946
user_4,2024-01-06 16:38:00,Target,179.36454568686736
user_4,2024-01-10 10:21:00,Uber,127.4574728607069
user_5,2024-01-03 15:10:00,Amazon,13.728037955621106
user_4,2024-01-10 14:20:00,Starbucks,230.160877332649
user_1,2024-01-09 14:54:00,Uber,115.3133790370523
user_2,2024-01-07 23:19:00,Uber,247.16379388259253
user_4,2024-01-08 22:40:00,Uber,80.76198335225321
user_5,2024-01-09 01:51:00,Target,173.5569302369868
user_4,2024-01-07 01:47:00,Amazon,76.92681036483202
user_4,2024-01-11 23:33:00,Walmart,178.71770329731538
user_3,2024-01-09 17:03:00,Amazon,255.5440555852848
user_5,2024-01-09 11:30:00,Target,283.6645358205572
user_1,2024-01-02 13:18:00,Target,161.65939930564397
user_4,2024-01-09 08:47:00,Walmart,256.15806647606496
